Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,SpecialDay,Weekend,is_new_visitor
1.62158604015433,1.814356302927689,-0.4795597715366736,-0.46525063425880375,0.6009058224969193,0.6099176046448406,-0.35721177540329424,-0.6281282346182612,3.60807982366687,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.1330466742228122,-0.43405536484034485,0.404797469956015,1.205126709967618,-0.31867575647765856,1.820703333857897,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.1330466742228122,-1.069069196858826,-0.47149659843035563,0.16580498762894064,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
0.3479431912562013,1.4878716823159126,-0.4795597715366736,-0.46525063425880375,0.008361854094914332,0.556334457322233,-0.19394477150147757,-0.10175974415058821,3.60807982366687,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,0.5484745054741196,0.3731702839081182,-0.47149659843035563,-0.9111353977297592,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
1.1515223600495466,1.1190275838245085,2.7688245413731485,2.583290327239812,1.1104105001927969,0.7350968669594263,-0.3116610273344497,-0.39882169435605247,-0.31867575647765856,1.820703333857897,-0.39768615725964396
1.62158604015433,0.9878276973332308,-0.4795597715366736,-0.46525063425880375,0.102246008648123,0.8223934166932687,-0.47149659843035563,-0.701930801078077,-0.31867575647765856,1.820703333857897,2.514545658040376
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-0.5154003327873443,0.03822304801594286,-0.47149659843035563,-0.6466986639975911,-0.31867575647765856,-0.5492382978621209,2.514545658040376
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-0.8332245703864853,-0.0929388523102383,-0.47149659843035563,-0.047989831143249166,-0.31867575647765856,1.820703333857897,2.514545658040376
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,1.1387009815065887,1.27044892348503,-0.47149659843035563,-0.8499647843013662,-0.31867575647765856,1.820703333857897,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.949530725670749,-2.902559293372422,3.6020473509902775,3.1490816498299297,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,0.9194432036469323,0.9451156240706268,0.22678442530906476,0.7147709786768479,-0.47149659843035563,-0.7124666964507529,-0.31867575647765856,1.820703333857897,2.514545658040376
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-0.9705844357879174,-0.3747483005521557,-0.47149659843035563,-0.047989831143249166,-0.31867575647765856,-0.5492382978621209,2.514545658040376
1.62158604015433,1.4494612317193225,-0.4795597715366736,-0.46525063425880375,1.1927220854164124,0.7474550551449438,-0.463630851017416,-0.8811906606665125,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
0.6814586799447632,0.3672900220217724,-0.4795597715366736,-0.46525063425880375,0.102246008648123,0.30768558610725283,-0.393238601818946,-0.420418249841856,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
1.62158604015433,1.191909762153973,0.9194432036469323,2.3561322210322198,0.5750757439809447,0.329008696340887,0.10886419626570883,-0.019741780809564326,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
0.3479431912562013,0.09123319777107902,-0.4795597715366736,-0.46525063425880375,-0.2816140134938782,0.6825066654256684,0.03656345319687127,0.015103643437699276,3.60807982366687,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-0.609284487340553,-0.728351497872685,1.1443375276939531,1.205126709967618,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.588230777223385,-1.2285772298530726,-0.47149659843035563,1.205126709967618,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
1.62158604015433,1.275232928725753,-0.4795597715366736,-0.46525063425880375,-0.09659170136434639,-0.048733835612442135,-0.47149659843035563,-0.6515381231403746,-0.31867575647765856,-0.5492382978621209,2.514545658040376
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.949530725670749,-2.902559293372422,3.6020473509902775,3.1490816498299297,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
0.3479431912562013,-0.09763058196982591,-0.4795597715366736,-0.46525063425880375,-0.09659170136434639,0.15907552132457037,-0.22461414698672752,0.16580498762894064,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
1.8542275269600492,1.2629574750150228,2.3184461788305386,2.627674699168338,1.90947884456168,1.1810131762350533,-0.415004435495709,-0.658487214368399,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
1.7437325596389206,1.7133965112112968,-0.4795597715366736,-0.46525063425880375,1.0509834627328278,0.7723174956298288,-0.3940523846125329,-0.6920578902658715,-0.31867575647765856,-0.5492382978621209,2.514545658040376
0.6814586799447632,1.0412738089995253,-0.4795597715366736,-0.46525063425880375,1.5274207953569512,1.0965633320981805,-0.4116838803773304,-0.2712242071431708,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
-0.12212048884858219,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,0.05653982025527682,-0.2612650134668783,0.3510245565291289,0.43020319852295225,-0.31867575647765856,1.820703333857897,-0.39768615725964396
0.3479431912562013,0.5239231537841625,-0.4795597715366736,-0.46525063425880375,-0.8332245703864853,-0.6725031901354657,-0.47149659843035563,-0.3725677637445327,-0.31867575647765856,-0.5492382978621209,2.514545658040376
1.3302322771330288,1.005233307281999,-0.4795597715366736,-0.46525063425880375,-0.35293809435244966,-0.45258320552207865,-0.3477143620064253,-0.047989831143249166,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
0.6814586799447632,0.6606222641284847,-0.4795597715366736,-0.46525063425880375,0.22678442530906476,0.11456346077624671,-0.47149659843035563,-0.2493945574825866,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
-0.12212048884858219,1.0030145780888344,-0.4795597715366736,-0.46525063425880375,0.008361854094914332,-0.07781235312533633,-0.47149659843035563,-0.7850358742265618,-0.31867575647765856,-0.5492382978621209,2.514545658040376
-0.12212048884858219,1.0476804927376022,-0.4795597715366736,-0.46525063425880375,-0.609284487340553,-0.19149255363464676,-0.47149659843035563,-0.759353171995238,-0.31867575647765856,-0.5492382978621209,2.514545658040376
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-0.8332245703864853,-0.9316738761511544,-0.47149659843035563,-0.19166485485713694,3.60807982366687,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.1330466742228122,-0.5959248752910442,-0.47149659843035563,0.16580498762894064,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,-1.3318843842352817,-1.333438596449707,0.9704640132520055,1.8720833381740107,-0.31867575647765856,1.820703333857897,-0.39768615725964396
0.9401533908455749,1.3087261736986457,-0.4795597715366736,-0.46525063425880375,-0.09659170136434639,-0.06130033382713726,-0.47149659843035563,-0.247171425412205,-0.31867575647765856,-0.5492382978621209,-0.39768615725964396
-0.9256996576419275,-0.9776273082899625,-0.4795597715366736,-0.46525063425880375,1.035486110138109,1.081688711943291,-0.3719746691967176,-0.4427379524823466,-0.31867575647765856,1.820703333857897,-0.39768615725964396
